60,2023-06-04 05:07:00+00:00
timestep=60,x_sat,y_sat,z_sat,sat_in_sun,earth_sun,sat_pos,sun_sat_pos,lat,lon,height
1140.0,-44253761329.76132,-133175093779.16733,-57723263967.29158,True,[-4.42506211e+10 -1.33173858e+11 -5.77290959e+10],[-3140263.23038851 -1235307.47997838  5831919.92959515],[-4.42537613e+10 -1.33175094e+11 -5.77232640e+10],59.981928047065864,-132.20922396153057,375706.37810191687
1200.0,-44252479896.97068,-133175593713.33235,-57723708462.42755,True,[-4.42489412e+10 -1.33174343e+11 -5.77293058e+10],[-3538668.67990932 -1250931.74992336  5597322.67598118],[-4.42524799e+10 -1.33175594e+11 -5.77237085e+10],56.202005309426305,-134.44766037761545,375809.49203380634
1260.0,-44251181933.23247,-133176087787.5281,-57724179164.43785,True,[-4.42472614e+10 -1.33174827e+11 -5.77295157e+10],[-3920549.19648204 -1260714.14986563  5336510.71050144],[-4.42511819e+10 -1.33176088e+11 -5.77241792e+10],52.394290433867326,-136.32838583308342,376049.51312529616
1320.0,-44249865659.73037,-133176575957.54756,-57724674845.59146,True,[-4.42455815e+10 -1.33175311e+11 -5.77297256e+10],[-4284125.96354539 -1264610.47286949  5050711.76415974],[-4.42498657e+10 -1.33176576e+11 -5.77246748e+10],48.56613990583547,-137.94964992046732,376441.3695151181
1380.0,-44248529385.4345,-133177058207.1161,-57725194160.052345,True,[-4.42439017e+10 -1.33175796e+11 -5.77299354e+10],[-4627707.95105034 -1262604.44438234  4741271.67295698],[-4.42485294e+10 -1.33177058e+11 -5.77251942e+10],44.722550391418544,-139.37774256692768,376999.93093543727
1440.0,-44247171515.36712,-133177534547.96724,-57725735650.50189,True,[-4.42422218e+10 -1.33176280e+11 -5.77301453e+10],[-4949700.1809981  -1254707.79793786  4409647.7554943 ],[-4.42471715e+10 -1.33177535e+11 -5.77257357e+10],40.867082944707434,-140.65896798997724,377739.6188589986
1500.0,-44245790558.38295,-133178005019.77278,-57726297755.35326,True,[-4.42405419e+10 -1.33176764e+11 -5.77303552e+10],[-5248611.50793194 -1240960.20542891  4057401.5985991 ],[-4.42457906e+10 -1.33178005e+11 -5.77262978e+10],37.00239600833579,-141.8266735231249,378674.01093628246
1560.0,-44244385134.414276,-133178469689.92676,-57726878816.52128,True,[-4.42388621e+10 -1.33177248e+11 -5.77305650e+10],[-5523061.86389813 -1221429.06090476  3686191.28742596],[-4.42443851e+10 -1.33178470e+11 -5.77268788e+10],33.13056578683449,-142.90554330102137,379815.44826982374
1620.0,-44242953981.13217,-133178928653.1827,-57727477087.70588,True,[-4.42371822e+10 -1.33177732e+11 -5.77307749e+10],[-5771788.91978207 -1196209.1179189   3297763.12197908],[-4.42429540e+10 -1.33178929e+11 -5.77274771e+10],29.25328538932888,-143.91431624968342,381174.6542642005
1680.0,-44241495959.97937,-133179382031.14563,-57728090743.14187,True,[-4.42355023e+10 -1.33178217e+11 -5.77309847e+10],[-5993654.11810771 -1165421.98165392  2893942.86746918],[-4.42414960e+10 -1.33179382e+11 -5.77280907e+10],25.371991877330302,-144.86756282168278,382760.3737704422
1740.0,-44240010061.533775,-133179829971.62173,-57728717886.762146,True,[-4.42338224e+10 -1.33178701e+11 -5.77311945e+10],[-6187648.03655125 -1129215.4582798   2476626.59097377],[-4.42400101e+10 -1.33179830e+11 -5.77287179e+10],21.48794882239259,-145.77688131657547,384579.04099603434
1800.0,-44238495410.16678,-133180272647.82843,-57729356561.71757,True,[-4.42321425e+10 -1.33179185e+11 -5.77314043e+10],[-6352895.04631846 -1087762.76530167  2047771.1415953 ],[-4.42384954e+10 -1.33180273e+11 -5.77293566e+10],17.602300521136588,-146.65172640307472,386634.48416711116
1860.0,-44236951267.96648,-133180710257.47093,-57730004760.19214,True,[-4.42304626e+10 -1.33179669e+11 -5.77316141e+10],[-6488657.23527653 -1041261.60794127  1609384.33532436],[-4.42369513e+10 -1.33180710e+11 -5.77300048e+10],13.716107681017462,-147.4999992984344,388927.6742097702
1920.0,-44235377037.901764,-133181143021.69081,-57730660433.44888,False,[-4.42287827e+10 -1.33180153e+11 -5.77318239e+10],[-6594337.57210261  -989933.12786438  1163514.9091061 ],[-4.42353770e+10 -1.33181143e+11 -5.77306604e+10],9.830370772900407,-148.32848094380216,391456.52377485484
1980.0,-44233772266.21065,-133181571183.89476,-57731321502.039665,False,[-4.42271028e+10 -1.33180637e+11 -5.77320337e+10],[-6669482.29461394  -934020.73177933   712242.31105703],[-4.42337723e+10 -1.33181571e+11 -5.77313215e+10],5.946045124201918,-149.14316094892095,394215.7417883849
2040.0,-44232136644.00331,-133181995008.47151,-57731985866.110535,False,[-4.42254229e+10 -1.33181121e+11 -5.77322435e+10],[-6713782.51276313  -873788.80853218   257666.39511365],[-4.42321366e+10 -1.33181995e+11 -5.77319859e+10],2.0640505544858603,-149.94949780302278,397196.7474040025
2100.0,-44230470008.07763,-133182414779.40727,-57732651415.73383,False,[-4.42237429e+10 -1.33181605e+11 -5.77324533e+10],[-6727075.02424732  -809521.34432903  -198102.91111859],[-4.42304700e+10 -1.33182415e+11 -5.77326514e+10],-1.8147224118853589,-150.7526353347914,400387.64580598444
2160.0,-44228772340.95301,-133182830798.80933,-57733316041.199234,False,[-4.42220630e+10 -1.33182089e+11 -5.77326631e+10],[-6709342.34821788  -741520.44654192  -652955.89729585],[-4.42287723e+10 -1.33182831e+11 -5.77333160e+10],-5.689408180147453,-151.55759413031535,403773.2668136151
2220.0,-44227043770.13487,-133183243385.34967,-57733977643.19704,False,[-4.42203831e+10 -1.33182573e+11 -5.77328728e+10],[-6660711.98991436  -670104.78722221 -1104793.25375754],[-4.42270438e+10 -1.33183243e+11 -5.77339776e+10],-9.559162244769784,-152.369453185651,407335.26572428434
2280.0,-44225284566.63014,-133183652872.63986,-57734634142.83049,False,[-4.42187031e+10 -1.33183057e+11 -5.77330826e+10],[-6581454.95605813  -595607.97793743 -1551536.08379017],[-4.42252846e+10 -1.33183653e+11 -5.77346341e+10],-13.423156656282602,-153.1935357544573,411052.28435721237
2340.0,-44223495142.73974,-133184059607.5489,-57735283491.397095,False,[-4.42170232e+10 -1.33183541e+11 -5.77332924e+10],[-6471983.54733309  -518376.88780892 -1991135.68488155],[-4.42234951e+10 -1.33184060e+11 -5.77352835e+10],-17.28057355329219,-154.0356138812734,414900.16887810064
2400.0,-44221676049.160225,-133184463948.47672,-57735923679.88325,False,[-4.42153432e+10 -1.33184025e+11 -5.77335021e+10],[-6332848.46011728  -438769.91673068 -2421583.04346233],[-4.42216760e+10 -1.33184464e+11 -5.77359237e+10],-21.13059535310241,-154.90214858983737,418852.2397403067
2460.0,-44219827971.43212,-133184866263.59407,-57736552748.12221,False,[-4.42136632e+10 -1.33184509e+11 -5.77337118e+10],[-6164735.23469309  -357155.23563008 -2840917.99281885],[-4.42198280e+10 -1.33184866e+11 -5.77365527e+10],-24.972389853290895,-155.80058763205213,422879.60801183264
2520.0,-44217951725.77588,-133185266929.0618,-57737168793.57058,False,[-4.42119833e+10 -1.33184993e+11 -5.77339216e+10],[-5968460.09131676  -273909.00532431 -3247237.98959241],[-4.42179517e+10 -1.33185267e+11 -5.77371688e+10],-28.805087896267388,-156.7397511558659,426951.53149737883
2580.0,-44216048254.36052,-133185666327.23912,-57737769979.664764,False,[-4.42103033e+10 -1.33185477e+11 -5.77341313e+10],[-5744965.19881028  -189413.58508823 -3638706.4701912 ],[-4.42160483e+10 -1.33185666e+11 -5.77377700e+10],-32.62775023809801,-157.73034955998548,431035.8034255068
2640.0,-44214118620.05168,-133186064844.8924,-57738354543.72495,False,[-4.42086233e+10 -1.33185961e+11 -5.77343410e+10],[-5495313.42255856  -104055.7413996  -4013560.75481368],[-4.42141186e+10 -1.33186065e+11 -5.77383545e+10],-36.43931857800568,-158.78570063580568,435099.16606267693
2700.0,-44212164000.68706,-133186462871.41405,-57738920804.380585,False,[-4.42069433e+10 -1.33186445e+11 -5.77345507e+10],[-5220682.60011446   -18224.86661523 -4370119.47294925],[-4.42121640e+10 -1.33186463e+11 -5.77389208e+10],-40.23854285481662,-159.92275109940016,439107.74142826744
2760.0,-44210185682.92841,-133186860797.05963,-57739467168.49743,False,[-4.42052633e+10 -1.33186928e+11 -5.77347604e+10],[-4922359.39296688    67688.7835186  -4706789.49036021],[-4.42101857e+10 -1.33186861e+11 -5.77394672e+10],-44.02387199590529,-161.16357231315163,443027.4713056362
2820.0,-44208185055.73728,-133187259011.21268,-57739992137.5918,False,[-4.42035833e+10 -1.33187412e+11 -5.77349701e+10],[-4601732.76248466   153295.82551898 -5022072.32339406],[-4.42081851e+10 -1.33187259e+11 -5.77399921e+10],-47.79328655810491,-162.53761328223393,446824.5589502188
2880.0,-44206163603.521935,-133187657900.68254,-57740494313.72351,False,[-4.42019033e+10 -1.33187896e+11 -5.77351797e+10],[-4260287.11669188   238209.44993253 -5314570.03189727],[-4.42061636e+10 -1.33187658e+11 -5.77404943e+10],-51.54403560748427,-164.08519891961572,450465.9052577287
2940.0,-44204122898.99953,-133188057848.04285,-57740972404.86348,False,[-4.42002233e+10 -1.33188380e+11 -5.77353894e+10],[-3899595.17255543   322047.08310377 -5582990.58681293],[-4.42041229e+10 -1.33188058e+11 -5.77409724e+10],-55.27220935841681,-165.8631458430674,453919.5326417658
3000.0,-44202064595.815926,-133188459230.01471,-57741425229.736465,False,[-4.41985433e+10 -1.33188864e+11 -5.77355991e+10],[-3521310.5757331    404432.00379683 -5826152.71289601],[-4.42020646e+10 -1.33188459e+11 -5.77414252e+10],-58.972017268580764,-167.9541174119023,457154.99044970295
3060.0,-44199990420.96195,-133188862415.89978,-57741851722.14266,False,[-4.41968633e+10 -1.33189347e+11 -5.77358087e+10],[-3127160.31681916   484994.91037866 -6042990.210392  ],[-4.41999904e+10 -1.33188862e+11 -5.77418517e+10],-62.6345106805737,-170.48286224071526,460143.7363826596
3120.0,-44197902167.02156,-133189267766.0657,-57742250934.76526,False,[-4.41951832e+10 -1.33189831e+11 -5.77360184e+10],[-2718936.97957691   563375.43513453 -6232555.76247386],[-4.41979022e+10 -1.33189268e+11 -5.77422509e+10],-66.24519687694301,-173.64569464167346,462859.4890564343
